query_pid,query_wid,fold,p_no_cover_oof,y_no_cover
P_405690,W_6676,3,0.284873,0
P_405773,W_4849,1,0.689632,1
P_405785,W_27919,1,0.726423,0
P_405879,W_6807,3,0.20075,0
P_40599,W_6715,2,0.457645,0
P_40602,W_375,4,0.332697,0
P_406049,W_9719,0,0.4079,1
P_406063,W_117883,0,0.668548,1
P_406073,W_64651,0,0.868699,0
P_406179,W_23116,0,0.58228,1
P_406191,W_138964,0,0.61181,0
P_40623,W_8937,0,0.156539,0
P_406274,W_118399,2,0.677036,1
P_406311,W_69073,2,0.62483,1
P_406333,W_62782,2,0.836208,1
P_40641,W_2759,3,0.823988,1
P_40642,W_13549,0,0.719237,1
P_40646,W_23770,4,0.731492,0
P_40650,W_19945,4,0.446979,0
P_40652,W_39786,3,0.468096,0
P_40654,W_7577,0,0.629515,1
P_406553,W_9103,1,0.666973,1
P_406559,W_32711,2,0.548764,1
P_4066,W_4066,1,0.109937,0
P_406632,W_112097,3,0.825659,1
P_406634,W_115707,2,0.743148,1
P_406659,W_4841,1,0.592343,1
P_406664,W_118399,2,0.790659,1
P_40668,W_20257,1,0.414392,0
P_4067,W_4066,1,0.274087,0
P_40671,W_40671,4,0.569061,0
P_40673,W_40671,4,0.611067,1
P_406768,W_23525,3,0.209092,0
P_40677,W_40675,1,0.835306,1
P_406818,W_5930,0,0.797275,1
P_406824,W_9132,3,0.620122,0
P_40685,W_40671,4,0.720431,1
P_40688,W_40671,4,0.259913,0
P_40691,W_40671,4,0.467791,0
P_406921,W_3552,4,0.877535,1
P_4070,W_4066,1,0.172908,1
P_40702,W_40702,2,0.705335,1
P_40711,W_8387,2,0.218636,1
P_407122,W_9358,4,0.113783,1
P_407133,W_118823,4,0.736953,1
P_407139,W_12992,4,0.33054,0
P_40722,W_2110,1,0.227822,0
P_407221,W_2759,3,0.750138,1
P_407222,W_34907,3,0.460603,1
P_407225,W_11652,0,0.846322,1
P_40727,W_8824,2,0.102888,0
P_407272,W_20084,4,0.369676,1
P_40728,W_2976,2,0.466756,0
P_40729,W_2974,3,0.027264,0
P_407459,W_1362,1,0.206207,1
P_407468,W_799,4,0.506536,1
P_40751,W_6417,3,0.626144,1
P_40755,W_2966,4,0.090223,0
P_40756,W_8696,0,0.435108,1
P_40758,W_226,3,0.219152,0
P_4076,W_4066,1,0.153685,1
P_40760,W_731,2,0.489701,1
P_407629,W_8824,2,0.302728,0
P_40766,W_27320,2,0.723039,1
P_407694,W_10338,4,0.19818,1
P_40770,W_27320,2,0.726618,1
P_407864,W_10913,1,0.787982,1
P_407998,W_42997,4,0.792385,1
P_4080,W_4066,1,0.397061,1
P_408006,W_149807,2,0.577471,0
P_408009,W_149807,2,0.309549,1
P_40804,W_34568,3,0.097038,0
P_408049,W_10838,2,0.883395,0
P_408086,W_21721,1,0.614114,0
P_408101,W_20069,2,0.64465,1
P_408165,W_11006,2,0.662504,1
P_408178,W_19903,3,0.068472,0
P_408186,W_1456,1,0.109991,0
P_408209,W_11649,1,0.807534,1
P_408218,W_5552,4,0.661117,1
P_408243,W_10838,2,0.562885,1
P_408298,W_22451,3,0.677007,1
P_4083,W_4066,1,0.211846,0
P_408334,W_5930,0,0.216873,1
P_408336,W_142439,3,0.460724,1
P_408338,W_129436,1,0.624346,1
P_408343,W_22286,0,0.123658,0
P_408353,W_142439,3,0.547914,1
P_408366,W_4702,2,0.59324,0
P_408399,W_121296,2,0.453697,0
P_408468,W_7312,2,0.526828,1
P_408491,W_7312,2,0.596657,0
P_408551,W_114608,4,0.810889,1
P_408631,W_38495,2,0.339191,1
P_408699,W_29078,1,0.555507,0
P_4087,W_4066,1,0.278161,1
P_408729,W_70887,0,0.658119,1
P_408747,W_7550,2,0.523894,1
P_40876,W_40876,3,0.649139,0
P_40877,W_40876,3,0.591365,0
P_408782,W_26839,4,0.219219,1
P_408796,W_6210,3,0.49986,1
P_4088,W_4066,1,0.167191,0
P_408892,W_111535,0,0.126763,0
P_4089,W_4066,1,0.09026,0
P_408973,W_115251,3,0.770465,1
P_408975,W_30246,1,0.130082,0
P_408990,W_11817,2,0.685474,0
P_409114,W_137560,3,0.581895,1
P_40913,W_7213,0,0.588006,0
P_40914,W_3599,1,0.795959,1
P_40916,W_1364,3,0.594167,0
P_409162,W_43997,4,0.767908,1
P_40923,W_3245,3,0.774405,0
P_40925,W_40924,0,0.561474,0
P_40926,W_39783,4,0.702486,1
P_409260,W_4762,3,0.40221,1
P_40927,W_4696,4,0.752285,1
P_409289,W_114947,1,0.517388,1
P_409321,W_10212,3,0.403457,1
P_409487,W_93655,0,0.312257,1
P_409494,W_29487,4,0.515201,1
P_409514,W_114712,0,0.806442,1
P_409517,W_33213,1,0.700504,0
P_40955,W_20097,3,0.772786,1
P_409570,W_115692,2,0.33512,1
P_40964,W_7249,0,0.726937,1
P_409883,W_7961,3,0.574179,1
P_409990,W_22,0,0.743784,1
P_410043,W_28687,0,0.298238,1
P_410126,W_91832,4,0.809978,1
P_410163,W_17671,0,0.405459,1
P_410192,W_101220,0,0.765361,1
P_41020,W_20064,1,0.218308,0
P_410495,W_246,1,0.195877,0
P_410543,W_11833,1,0.472573,1
P_410545,W_11833,1,0.452939,1
P_410575,W_11841,4,0.348917,1
P_410635,W_2110,1,0.124537,0
P_410680,W_13875,4,0.796211,1
P_410715,W_11859,4,0.574689,1
P_410716,W_11859,4,0.697765,1
P_410834,W_29130,3,0.345712,0
P_41092,W_34907,3,0.494327,1
P_410941,W_101001,4,0.757046,0
P_411007,W_1282,2,0.448886,0
P_411029,W_40419,2,0.574475,1
P_411037,W_2855,4,0.119834,0
P_411038,W_9103,1,0.556505,1
P_411079,W_27477,3,0.418214,0
P_411130,W_9158,1,0.696775,1
P_411341,W_15521,2,0.578075,0
P_411343,W_6784,3,0.297496,0
P_411410,W_5500,4,0.592561,0
P_411509,W_65381,2,0.610897,0
P_411510,W_44137,3,0.617257,1
P_411512,W_121852,2,0.57832,1
P_411527,W_143052,0,0.51056,1
P_411555,W_20064,1,0.141173,0
P_411567,W_92616,2,0.702238,1
P_411662,W_13693,4,0.425589,0
P_411838,W_2968,4,0.655785,1
P_411840,W_2407,2,0.302578,1
P_411847,W_2407,2,0.120005,0
P_411853,W_10901,2,0.762808,1
P_411856,W_4916,0,0.6861,1
P_411862,W_4812,1,0.391637,1
P_411867,W_5233,4,0.823488,1
P_411873,W_82985,4,0.740994,1
P_411998,W_6394,2,0.296606,0
P_412005,W_26939,0,0.594754,0
P_412096,W_47674,1,0.227441,1
P_412176,W_6549,2,0.31876,0
P_412234,W_112006,2,0.690159,1
P_412257,W_27906,0,0.811884,1
P_412288,W_15300,2,0.235541,0
P_412291,W_7084,0,0.146643,0
P_412303,W_7245,0,0.234742,0
P_412307,W_42997,4,0.434261,1
P_412323,W_117450,0,0.600355,1
P_412324,W_117450,0,0.563467,0
P_41246,W_10526,0,0.143826,0
P_412476,W_11534,3,0.75073,1
P_412486,W_28495,3,0.683985,1
P_412578,W_9266,1,0.563901,0
P_41261,W_10581,3,0.583048,1
P_412660,W_3237,4,0.709503,1
P_412681,W_78838,3,0.50522,1
P_412684,W_117403,2,0.529379,0
P_412766,W_101220,0,0.469845,1
P_412784,W_175,2,0.487809,0
P_412793,W_7581,1,0.545007,1
P_412808,W_35395,2,0.716472,1
P_412911,W_3203,1,0.320615,0
P_412982,W_7084,0,0.159571,0
P_412988,W_2928,1,0.09195,0
P_413027,W_48320,1,0.34192,0
P_413086,W_15521,2,0.211663,0
P_41309,W_2271,1,0.129151,0
P_413160,W_53351,4,0.818312,1
P_413176,W_108692,1,0.564143,0
P_413179,W_10313,0,0.381148,0
P_413180,W_11352,1,0.523515,1
P_413195,W_1353,0,0.763719,1
P_413198,W_4779,2,0.354003,0
P_413236,W_19912,3,0.709764,0
P_413244,W_55442,0,0.540629,1
P_413249,W_373,0,0.240923,1
P_413324,W_954,4,0.243555,0
P_413462,W_11534,3,0.461389,1
P_413463,W_61207,0,0.462801,1
P_413465,W_68063,2,0.693819,1
P_413476,W_146806,4,0.665322,1
P_413479,W_124745,0,0.536991,1
P_413555,W_63854,0,0.603345,0
P_413619,W_116565,3,0.679051,0
P_413727,W_44137,3,0.657096,1
P_413729,W_103129,0,0.639138,1
P_413730,W_82985,4,0.819018,1
P_413873,W_114490,1,0.604477,1
P_413915,W_11841,4,0.385753,1
P_414011,W_6394,2,0.412425,0
P_414177,W_82985,4,0.628362,1
P_414215,W_62086,3,0.26162,0
P_414233,W_3063,0,0.239155,1
P_414436,W_375,4,0.264908,0
P_414466,W_8543,3,0.415958,1
P_4145,W_17866,2,0.28396,0
P_414553,W_112097,3,0.490332,1
P_414555,W_10902,1,0.507614,0
P_414556,W_92616,2,0.648317,1
P_414559,W_10913,1,0.455353,1
P_414588,W_121182,0,0.71211,1
P_414591,W_24484,1,0.435091,1
P_414646,W_22945,0,0.454926,1
P_414678,W_37947,2,0.670641,1
P_414679,W_19748,1,0.573621,1
P_414687,W_10901,2,0.769511,1
P_414735,W_59319,4,0.767013,1
P_414741,W_9507,1,0.200661,0
P_414808,W_11817,2,0.761558,1
P_414830,W_11472,4,0.75772,1
P_414944,W_12135,4,0.364086,1
P_414972,W_4277,0,0.015006,0
P_415020,W_146806,4,0.706463,1
P_415063,W_25511,4,0.675288,1
P_415148,W_12542,1,0.138574,0
P_415195,W_148,4,0.688955,1
P_415294,W_54461,0,0.759844,1
P_41530,W_14809,2,0.138514,0
P_415314,W_5095,4,0.213851,1
P_415321,W_11358,1,0.243979,0
P_415329,W_117403,2,0.548939,1
P_415416,W_53351,4,0.587952,1
P_415420,W_29060,0,0.644877,0
P_415448,W_706,0,0.697644,1
P_415505,W_10913,1,0.670511,1
P_415506,W_6807,3,0.289351,0
P_415529,W_71473,2,0.797024,0
P_415535,W_10848,3,0.726621,1
P_415570,W_11484,3,0.811197,1
P_415598,W_2759,3,0.742315,1
P_415601,W_28784,2,0.74797,1
P_415688,W_15223,3,0.696262,1
P_415697,W_5216,1,0.185283,1
P_415733,W_11898,0,0.290393,0
P_415737,W_14969,1,0.149424,0
P_415773,W_27919,1,0.79929,1
P_4158,W_4158,0,0.131235,0
P_415909,W_10338,4,0.089937,0
P_415922,W_127392,1,0.683142,1
P_415954,W_424,1,0.604693,0
P_415961,W_34791,0,0.112163,0
P_415975,W_10641,3,0.310898,1
P_415976,W_10641,3,0.670599,1
P_415978,W_117403,2,0.456673,0
P_415993,W_149562,1,0.669094,1
P_415999,W_74245,4,0.465048,1
P_416000,W_9286,2,0.762161,0
P_416001,W_93655,0,0.646763,1
P_416002,W_20069,2,0.584544,1
P_416004,W_30552,2,0.639606,0
P_416041,W_10641,3,0.655054,1
P_416050,W_64651,0,0.798126,1
P_416065,W_19558,3,0.709409,1
P_416067,W_14620,2,0.686556,1
P_416068,W_64648,2,0.701172,1
P_416071,W_132426,2,0.590497,1
P_416073,W_64513,2,0.70872,1
P_416076,W_6859,1,0.654842,1
P_416080,W_21528,1,0.510934,1
P_416092,W_64513,2,0.701286,1
P_416093,W_62782,2,0.732685,1
P_416109,W_8696,0,0.073149,0
P_41612,W_99751,2,0.154613,1
P_416131,W_124571,0,0.516773,1
P_416136,W_122729,0,0.500478,0
P_416140,W_122729,0,0.421294,0
P_416166,W_4775,3,0.515713,0
P_41617,W_4728,1,0.131571,0
P_416183,W_5616,3,0.50099,1
P_416186,W_343,4,0.062454,0
P_416226,W_46408,1,0.417297,1
P_416230,W_115692,2,0.434187,1
P_416252,W_118823,4,0.323707,1
P_416286,W_1412,1,0.721792,1
P_416294,W_7816,2,0.729489,0
P_416317,W_6859,1,0.457273,0
P_416327,W_21528,1,0.683735,1
P_416347,W_9724,4,0.31077,0
P_416353,W_19789,1,0.176552,0
P_416356,W_6870,3,0.694119,1
P_416360,W_31383,2,0.34276,0
P_416411,W_64649,4,0.537917,1
P_416414,W_64649,4,0.722183,0
P_416416,W_20960,1,0.382509,1
P_416422,W_132642,1,0.530989,1
P_416426,W_19558,3,0.53624,1
P_416434,W_64649,4,0.642933,1
P_416436,W_64649,4,0.640941,1
P_416456,W_64513,2,0.679864,0
P_416457,W_117403,2,0.636981,1
P_416458,W_62782,2,0.528827,0
P_416459,W_21528,1,0.572281,1
P_416460,W_64652,1,0.601851,1
P_416461,W_6859,1,0.235637,0
P_416462,W_64650,2,0.641136,0
P_416465,W_19558,3,0.346087,1
P_416466,W_64648,2,0.580173,1
P_416478,W_85332,0,0.370478,1
P_416534,W_3904,1,0.741906,1
P_416537,W_132490,2,0.570179,1
P_416559,W_5954,3,0.625529,1
P_416614,W_8850,2,0.431034,0
P_416615,W_12968,4,0.318866,0
P_416641,W_3211,3,0.028458,0
P_416643,W_3211,3,0.121116,0
P_416693,W_55068,4,0.320801,1
P_416830,W_8850,2,0.537765,1
P_416960,W_246,1,0.120218,0
P_416969,W_25030,1,0.063784,0
P_416982,W_112640,1,0.176402,0
P_416985,W_10253,3,0.354317,0
P_416988,W_10528,3,0.379849,1
P_417034,W_20960,1,0.343359,0
P_417052,W_7495,0,0.603187,1
P_417055,W_30424,2,0.178406,0
P_417120,W_9199,0,0.109464,0
P_417124,W_20097,3,0.187524,0
P_417511,W_3237,4,0.446468,1
P_417553,W_70931,1,0.763192,1
P_417559,W_9724,4,0.562453,0
P_417560,W_64513,2,0.536938,0
P_417562,W_19558,3,0.686746,1
P_417563,W_21528,1,0.665766,1
P_417564,W_64648,2,0.695154,1
P_417565,W_14620,2,0.736389,1
P_417570,W_64652,1,0.676997,1
P_417678,W_99743,2,0.550694,1
P_41771,W_41771,1,0.670563,0
P_417735,W_125863,1,0.299409,1
P_417818,W_10212,3,0.741297,1
P_417837,W_7762,4,0.697691,1
P_417851,W_246,1,0.483458,0
P_417967,W_1376,1,0.306427,0
P_418002,W_1596,1,0.558844,1
P_418198,W_115692,2,0.707099,1
P_418217,W_4865,4,0.470341,0
P_418386,W_623,4,0.200689,0
P_418462,W_19955,2,0.772111,0
P_418463,W_9263,3,0.812393,1
P_41848,W_2911,0,0.526217,0
P_41851,W_20122,4,0.746434,1
P_418562,W_5930,0,0.240944,0
P_418672,W_11841,4,0.294421,0
P_418739,W_4922,0,0.224233,0
P_41878,W_10528,3,0.648618,1
P_418845,W_5438,3,0.813413,1
P_418847,W_9719,0,0.592052,0
P_418914,W_27641,3,0.620269,1
P_418918,W_9376,4,0.483809,1
P_418951,W_22961,4,0.725429,1
P_419043,W_150625,0,0.48412,1
P_419045,W_150625,0,0.813516,1
P_419052,W_132426,2,0.803727,1
P_419059,W_150625,0,0.472973,0
P_419072,W_64648,2,0.670473,1
P_419085,W_142008,0,0.649788,1
P_419087,W_41771,1,0.53428,0
P_419220,W_150625,0,0.545946,1
P_419226,W_150625,0,0.626252,1
P_419253,W_69073,2,0.696875,1
P_419255,W_14620,2,0.737299,1
P_419256,W_64652,1,0.712453,1
P_419260,W_64650,2,0.491011,1
P_419265,W_11516,4,0.775438,1
P_41937,W_82985,4,0.611672,1
P_41946,W_41946,2,0.655431,1
P_419490,W_30668,4,0.60923,1
P_419611,W_12992,4,0.034442,0
P_419621,W_55068,4,0.131381,0
P_419624,W_112006,2,0.647293,1
P_419626,W_26839,4,0.473184,0
P_419643,W_8521,2,0.085665,0
P_419644,W_4749,1,0.154934,0
P_419647,W_30424,2,0.188069,1
P_419648,W_1894,0,0.156714,0
P_419649,W_37513,1,0.042767,0
P_419651,W_20610,2,0.041047,0
P_419681,W_64489,1,0.82057,0
P_419683,W_62782,2,0.734197,0
P_419684,W_132490,2,0.787241,0
P_419710,W_132642,1,0.740141,1
P_419723,W_64489,1,0.604706,1
P_419735,W_132426,2,0.521783,0
P_419736,W_132642,1,0.564231,0
P_419741,W_64627,4,0.803436,1
P_419742,W_64648,2,0.602562,1
P_419746,W_78838,3,0.556154,1
P_419804,W_9724,4,0.697662,1
P_419810,W_4687,2,0.66701,1
P_420045,W_150660,4,0.737163,1
P_420047,W_150660,4,0.777618,1
P_420049,W_150660,4,0.629618,1
P_420050,W_150660,4,0.698023,1
P_420051,W_150660,4,0.499531,1
P_420054,W_150660,4,0.761897,1
P_420057,W_150660,4,0.706779,1
P_420069,W_150660,4,0.809487,1
P_420073,W_150660,4,0.795995,0
P_420083,W_150660,4,0.639052,1
P_420111,W_64651,0,0.390049,0
P_420284,W_119473,3,0.79864,1
P_420362,W_53040,3,0.703146,1
P_420363,W_26542,4,0.819203,1
P_420365,W_108692,1,0.632781,0
P_420370,W_32202,2,0.219446,0
P_420388,W_98152,3,0.671883,1
P_420394,W_115251,3,0.539497,1
P_420436,W_125147,2,0.502324,1
P_420464,W_9665,2,0.647586,0
P_420468,W_68063,2,0.294313,1
P_420477,W_4158,0,0.095984,0
P_42048,W_64372,3,0.735525,1
P_420485,W_10852,4,0.415003,0
P_420498,W_82146,3,0.757524,1
P_420514,W_71702,3,0.463535,1
P_420519,W_3099,2,0.699069,0
P_420520,W_119158,1,0.57659,0
P_42054,W_42054,1,0.545582,1
P_420575,W_20769,4,0.482245,1
P_420609,W_7816,2,0.689969,0
P_420616,W_4217,3,0.619227,1
P_420678,W_9812,1,0.21745,0
P_420743,W_122183,2,0.54919,0
P_420797,W_21826,2,0.250396,0
P_420798,W_31091,0,0.260153,0
P_420812,W_3673,0,0.675237,1
P_420882,W_9704,2,0.384674,1
P_421006,W_20088,1,0.735907,1
P_421027,W_12968,4,0.287238,0
P_42103,W_6403,3,0.35391,0
P_421115,W_9199,0,0.130425,0
P_421121,W_5363,4,0.245596,0
P_42117,W_42117,0,0.186574,0
P_421245,W_53687,2,0.389793,0
P_421333,W_2110,1,0.176032,0
P_421343,W_39055,4,0.409297,0
P_421507,W_115692,2,0.659887,1
P_42158,W_424,1,0.274146,0
P_421628,W_28221,2,0.637312,1
P_421629,W_20110,3,0.679734,1
P_4217,W_4217,3,0.524896,1
P_421739,W_91832,4,0.760764,0
P_421740,W_132685,1,0.595999,0
P_421787,W_32531,0,0.065903,1
P_421829,W_36064,4,0.366592,0
P_421831,W_87469,0,0.239071,0
P_421929,W_30678,1,0.695306,1
P_421947,W_70931,1,0.642981,1
P_42203,W_5071,4,0.335273,0
P_422062,W_625,0,0.272785,1
P_422095,W_31725,2,0.715925,1
P_422118,W_10907,3,0.682102,1
P_422121,W_10907,3,0.595599,0
P_422134,W_10907,3,0.416757,0
P_422307,W_12317,3,0.502079,0
P_422317,W_83296,4,0.776651,0
P_422447,W_23165,2,0.096498,0
P_422483,W_867,3,0.52141,0
P_422536,W_8543,3,0.107502,1
P_42257,W_31383,2,0.345657,0
P_42260,W_7552,2,0.537849,1
P_42261,W_4541,3,0.456632,1
P_422793,W_114712,0,0.579666,0
P_422794,W_11474,2,0.477283,1
P_422796,W_52227,4,0.644141,1
P_422800,W_9297,4,0.377037,0
P_422817,W_8824,2,0.160808,0
P_422876,W_127392,1,0.775504,1
P_422929,W_122602,0,0.725927,1
P_42305,W_1308,0,0.411206,0
P_42309,W_10576,2,0.6217,1
P_42311,W_42311,0,0.647571,1
P_42312,W_42311,0,0.44958,0
P_42317,W_10906,4,0.705493,1
P_423194,W_20097,3,0.024171,0
P_42322,W_42311,0,0.490295,1
P_423334,W_1412,1,0.471047,0
P_42338,W_42338,0,0.590028,1
P_42342,W_1650,3,0.078519,0
P_423639,W_64445,2,0.065337,0
P_423665,W_28184,1,0.473525,0
P_423749,W_6870,3,0.305969,0
P_423784,W_19955,2,0.399081,1
P_423785,W_122602,0,0.39096,0
P_423840,W_11898,0,0.244819,0
P_423882,W_10212,3,0.49359,0
P_424051,W_1616,3,0.131843,0
P_424052,W_98770,4,0.589869,0
P_424053,W_10581,3,0.500859,1
P_424059,W_19955,2,0.270478,0
P_424081,W_4762,3,0.400644,0
P_42411,W_5118,4,0.157746,0
P_424148,W_17662,1,0.227467,0
P_424191,W_91786,2,0.629124,1
P_424298,W_20049,1,0.709736,1
P_424302,W_19353,0,0.711755,0
P_424382,W_28221,2,0.758476,0
P_424394,W_13698,1,0.662279,1
P_4244,W_4244,4,0.125472,0
P_424408,W_114810,0,0.444912,1
P_424425,W_29045,2,0.458377,0
P_42463,W_5118,4,0.107666,0
P_424714,W_5655,3,0.788502,1
P_42473,W_3245,3,0.748608,0
P_424740,W_63932,4,0.740347,1
P_424772,W_3353,4,0.619093,1
P_424773,W_575,4,0.356779,0
P_424775,W_9103,1,0.104413,0
P_424779,W_5216,1,0.528005,1
P_424781,W_31938,2,0.452574,0
P_424789,W_4646,3,0.673778,1
P_424792,W_22945,0,0.53813,0
P_424802,W_26461,3,0.137061,1
P_42481,W_28221,2,0.805997,1
P_42482,W_4692,0,0.764725,0
P_42483,W_2145,0,0.744122,1
P_42484,W_68063,2,0.515559,1
P_42485,W_68063,2,0.656187,1
P_424850,W_23525,3,0.572209,1
P_42486,W_9574,1,0.796102,0
P_424861,W_139588,2,0.462866,0
P_42487,W_29045,2,0.638661,1
P_424879,W_23525,3,0.233246,0
P_42489,W_42488,0,0.616281,1
P_424900,W_61921,0,0.707261,1
P_424963,W_148,4,0.706347,0
P_424970,W_30552,2,0.451779,0
P_424998,W_47901,1,0.211973,0
P_425000,W_40120,3,0.557752,1
P_425191,W_32062,0,0.085743,0
P_42522,W_42521,4,0.716723,0
P_425250,W_4692,0,0.791364,1
P_425326,W_61921,0,0.713927,1
P_425578,W_11841,4,0.332064,1
P_425590,W_1305,2,0.142124,1
P_425795,W_112006,2,0.815271,1
P_425900,W_61921,0,0.773749,1
P_426118,W_4689,3,0.687184,0
P_426120,W_4841,1,0.619384,1
P_426130,W_13552,4,0.756214,1
P_426133,W_243,0,0.455732,1
P_426143,W_23239,4,0.279259,0
P_426150,W_121182,0,0.544324,1
P_426165,W_86939,4,0.737201,1
P_426166,W_98770,4,0.571097,0
P_42620,W_11652,0,0.644869,1
P_426241,W_54816,3,0.627531,1
P_426272,W_14809,2,0.465374,0
P_426277,W_11649,1,0.755009,0
P_426304,W_23116,0,0.644069,1
P_42631,W_42631,3,0.386001,0
P_426332,W_6464,3,0.191758,1
P_426548,W_124809,1,0.586582,0
P_4267,W_4267,0,0.166637,0
P_426715,W_11054,3,0.712371,1
P_42672,W_3057,0,0.532565,0
P_426746,W_3245,3,0.701468,0
P_426749,W_122499,0,0.545691,1
P_426753,W_75372,1,0.48416,1
P_426772,W_11641,0,0.600695,1
P_426805,W_64627,4,0.603307,1
P_426832,W_3203,1,0.12604,1
P_426835,W_25489,1,0.424609,0
P_426851,W_13440,2,0.42077,0
P_426956,W_12795,0,0.795034,0
P_427016,W_86795,4,0.716663,1
P_427041,W_841,1,0.20337,0
P_42705,W_9103,1,0.175012,0
P_427219,W_40120,3,0.477282,0
P_427239,W_26839,4,0.28076,1
P_427301,W_9132,3,0.42729,0
P_427306,W_22286,0,0.728617,1
P_427310,W_6394,2,0.743348,1
P_427687,W_32058,1,0.360134,0
P_427757,W_35206,0,0.670705,1
P_427883,W_74362,3,0.475466,0
P_427963,W_5697,2,0.083895,0
P_427965,W_5102,0,0.481421,1
P_427967,W_5231,0,0.481421,0
P_427989,W_20122,4,0.527456,0
P_428038,W_9671,0,0.550492,0
P_428156,W_6485,3,0.36934,0
P_428183,W_9128,2,0.626751,1
P_428184,W_100,4,0.606465,1
P_428216,W_74362,3,0.514176,0
P_428249,W_118823,4,0.457436,0
P_42842,W_642,3,0.031537,0
P_428429,W_9132,3,0.292855,0
P_428481,W_3414,4,0.461814,1
P_428575,W_1792,3,0.290462,1
P_428602,W_25621,3,0.741914,1
P_428637,W_52660,4,0.305603,1
P_42886,W_5555,3,0.357196,1
P_42893,W_5141,0,0.203783,1
P_42909,W_37776,3,0.439692,1
P_429104,W_11859,4,0.692101,1
P_42911,W_2855,4,0.17602,0
P_429171,W_9644,4,0.616982,1
P_429172,W_10154,4,0.580415,0
P_429321,W_113724,0,0.071826,0
P_429341,W_184,4,0.166935,0
P_42935,W_42934,3,0.686132,1
P_429496,W_6163,1,0.346652,0
P_429515,W_29380,0,0.735693,1
P_429521,W_144648,4,0.607895,1
P_429549,W_144648,4,0.347673,0
P_429551,W_144648,4,0.682144,1
P_429597,W_97414,3,0.27302,0
P_42964,W_11657,1,0.386593,0
P_42965,W_14861,0,0.647217,0
P_42966,W_28495,3,0.682491,1
P_42967,W_11652,0,0.611368,1
P_42968,W_10846,1,0.704739,0
P_42971,W_24484,1,0.702536,1
P_42994,W_12168,0,0.452389,1
P_42997,W_42997,4,0.594829,0
P_42998,W_42997,4,0.767794,1
P_430,W_430,3,0.102452,0
P_43002,W_3321,2,0.276721,1
P_43012,W_43012,3,0.689152,1
P_43014,W_13695,1,0.553294,1
P_430242,W_6093,0,0.261791,0
P_430257,W_1650,3,0.59443,1
P_430566,W_5917,2,0.107923,0
P_430666,W_28221,2,0.680443,0
P_430671,W_71702,3,0.608842,1
P_430698,W_11817,2,0.517622,0
P_430812,W_121504,2,0.576142,0
P_430879,W_62086,3,0.639111,1
P_43088,W_43088,2,0.007887,0
P_430912,W_11833,1,0.634834,1
P_43092,W_43088,2,0.41461,1
P_430923,W_11358,1,0.405872,0
P_430932,W_35188,3,0.496533,1
P_430940,W_6441,4,0.586251,1
P_43096,W_7264,3,0.597424,1
P_431088,W_10526,0,0.364867,0
P_43109,W_32408,2,0.628126,1
P_431092,W_45948,4,0.58659,1
P_431105,W_10216,1,0.780856,1
P_431133,W_10581,3,0.31633,1
P_431224,W_121852,2,0.485837,1
P_43127,W_8872,4,0.317021,0
P_431397,W_14019,3,0.608795,0
P_431433,W_7264,3,0.537022,1
P_431461,W_112241,2,0.58516,0
P_431471,W_82877,4,0.554379,0
P_431496,W_20162,3,0.513865,1
P_43156,W_3057,0,0.194222,0
P_43157,W_3063,0,0.255593,0
P_43163,W_184,4,0.842306,1
P_431691,W_26687,1,0.501801,1
P_431692,W_13204,0,0.657328,1
P_431926,W_15385,4,0.345955,0
P_43195,W_43195,4,0.274816,0
P_43196,W_43195,4,0.192523,0
P_432010,W_5555,3,0.090909,0
P_432061,W_117849,1,0.275859,0
P_432101,W_30424,2,0.46304,1
P_432103,W_7552,2,0.341495,0
P_432104,W_564,4,0.220512,0
P_432124,W_8203,4,0.664065,1
P_432126,W_20069,2,0.668718,1
P_432128,W_12031,1,0.720291,1
P_432131,W_12031,1,0.61997,0
P_432141,W_115728,4,0.429427,0
P_432146,W_7583,1,0.709059,0
P_432157,W_124745,0,0.548165,0
P_432165,W_99751,2,0.251369,1
P_432176,W_14379,0,0.362743,1
P_432206,W_11641,0,0.628828,1
P_432283,W_13695,1,0.3272,0
P_432481,W_20610,2,0.158479,0
P_432485,W_12168,0,0.253049,0
P_432662,W_8824,2,0.210011,0
P_432673,W_4810,1,0.726583,1
P_432676,W_82877,4,0.354711,0
P_432678,W_54466,2,0.148368,0
P_432680,W_20084,4,0.736683,1
P_432683,W_22945,0,0.558404,0
P_432699,W_20257,1,0.764118,1
P_432745,W_122815,1,0.707056,1
P_432765,W_9574,1,0.818878,1
P_432879,W_11850,0,0.874719,0
P_432903,W_38495,2,0.724152,1
P_43294,W_3074,2,0.458049,1
P_43301,W_3321,2,0.08847,1
P_433038,W_12137,0,0.738679,0
P_433051,W_12137,0,0.764505,0
P_433119,W_11794,2,0.607067,1
P_433125,W_58783,4,0.769812,1
P_433128,W_118399,2,0.560654,1
P_433130,W_44137,3,0.752567,1
P_433132,W_28495,3,0.746536,1
P_433136,W_10907,3,0.664176,1
P_433198,W_137560,3,0.343967,0
P_433202,W_143052,0,0.272466,0
P_433214,W_31383,2,0.2186,0
P_433216,W_40199,4,0.493492,1
P_433309,W_64445,2,0.121362,0
P_433311,W_17662,1,0.302524,0
P_433345,W_103771,3,0.77697,1
P_433348,W_79329,3,0.727142,0
P_433469,W_13695,1,0.244012,0
