wid,pid,role
W_186226,P_697961,train
W_186226,P_770763,train
W_18629,P_18629,train
W_18629,P_18630,train
W_186301,P_698339,train
W_186301,P_698341,train
W_186342,P_698685,train
W_186342,P_698689,train
W_186407,P_698896,train
W_186407,P_698897,train
W_186412,P_698906,train
W_186412,P_698907,train
W_186428,P_698940,train
W_186428,P_791025,train
W_186503,P_699342,train
W_186503,P_699343,train
W_186534,P_699460,train
W_186534,P_699461,train
W_186608,P_699836,train
W_186608,P_699837,train
W_186646,P_699961,train
W_186646,P_699962,train
W_186654,P_700010,train
W_186654,P_700011,train
W_186667,P_700056,train
W_186667,P_700057,train
W_186668,P_700060,train
W_186668,P_700061,train
W_186671,P_700073,train
W_186671,P_700074,train
W_186744,P_700511,train
W_186744,P_700512,train
W_186822,P_701023,train
W_186822,P_701025,train
W_186917,P_701608,train
W_186917,P_701609,train
W_18696,P_529501,train
W_18696,P_767645,train
W_187119,P_702580,train
W_187119,P_702583,train
W_187141,P_702623,train
W_187141,P_785728,train
W_187189,P_702864,train
W_187189,P_702872,train
W_187215,P_703010,train
W_187215,P_762263,train
W_187219,P_703029,train
W_187219,P_703030,train
W_187303,P_703388,train
W_187303,P_703401,train
W_187355,P_703627,train
W_187355,P_703628,train
W_187392,P_703712,train
W_187392,P_703713,train
W_187396,P_703721,train
W_187396,P_703722,train
W_187397,P_703723,train
W_187397,P_703724,train
W_187436,P_703932,train
W_187436,P_717559,train
W_187474,P_704073,train
W_187474,P_704074,train
W_18752,P_18768,train
W_18752,P_18775,train
W_187548,P_704582,train
W_187548,P_704583,train
W_187619,P_707373,train
W_187619,P_707374,train
W_187633,P_704939,train
W_187633,P_704941,train
W_187683,P_705186,train
W_187683,P_705199,train
W_187801,P_705609,train
W_187801,P_705610,train
W_187804,P_705611,train
W_187804,P_705612,train
W_187933,P_706331,train
W_187933,P_706332,train
W_18794,P_18797,train
W_18794,P_460468,train
W_187946,P_706445,train
W_187946,P_706447,train
W_187984,P_706594,train
W_187984,P_706882,train
W_187986,P_706609,train
W_187986,P_706674,train
W_188023,P_706868,train
W_188023,P_706869,train
W_188025,P_706891,train
W_188025,P_706892,train
W_188079,P_707123,train
W_188079,P_707124,train
W_188083,P_707133,train
W_188083,P_707134,train
W_188167,P_707438,train
W_188167,P_707440,train
W_188187,P_707546,train
W_188187,P_707547,train
W_188205,P_707669,train
W_188205,P_707670,train
W_188241,P_707795,train
W_188241,P_707796,train
W_188242,P_707797,train
W_188242,P_707800,train
W_188275,P_708036,train
W_188275,P_720446,train
W_188317,P_708200,train
W_188317,P_708201,train
W_188319,P_708204,train
W_188319,P_708205,train
W_188404,P_708611,train
W_188404,P_708612,train
W_188447,P_708857,train
W_188447,P_708866,train
W_188450,P_708854,train
W_188450,P_708870,train
W_188478,P_709097,train
W_188478,P_709098,train
W_18859,P_18859,train
W_18859,P_18861,train
W_18865,P_208436,train
W_18865,P_797617,train
W_188681,P_710536,train
W_188681,P_710539,train
W_188716,P_710810,train
W_188716,P_710811,train
W_188744,P_737044,train
W_188744,P_737606,train
W_188763,P_718215,train
W_188763,P_718224,train
W_188846,P_711784,train
W_188846,P_711785,train
W_188876,P_732809,train
W_188876,P_732810,train
W_188882,P_714004,train
W_188882,P_714054,train
W_188899,P_711832,train
W_188899,P_711833,train
W_188911,P_711956,train
W_188911,P_711957,train
W_188957,P_712150,train
W_188957,P_712151,train
W_188969,P_712278,train
W_188969,P_712279,train
W_188975,P_712325,train
W_188975,P_713770,train
W_188984,P_712360,train
W_188984,P_712361,train
W_189065,P_713030,train
W_189065,P_713031,train
W_189112,P_713417,train
W_189112,P_713418,train
W_18912,P_46006,train
W_18912,P_725332,train
W_189124,P_713563,train
W_189124,P_713564,train
W_189143,P_713686,train
W_189143,P_713689,train
W_189158,P_713821,train
W_189158,P_713822,train
W_189160,P_713837,train
W_189160,P_713838,train
W_189164,P_713857,train
W_189164,P_713858,train
W_189201,P_714085,train
W_189201,P_714086,train
W_189238,P_714204,train
W_189238,P_714205,train
W_189243,P_714214,train
W_189243,P_714215,train
W_189246,P_714232,train
W_189246,P_714233,train
W_189294,P_714504,train
W_189294,P_714505,train
W_189341,P_714791,train
W_189341,P_714792,train
W_189465,P_715204,train
W_189465,P_715205,train
W_189471,P_715217,train
W_189471,P_715225,train
W_189480,P_715238,train
W_189480,P_715239,train
W_189506,P_715370,train
W_189506,P_768395,train
W_189522,P_715462,train
W_189522,P_715463,train
W_189649,P_716053,train
W_189649,P_752143,train
W_189674,P_716210,train
W_189674,P_716211,train
W_189758,P_716860,train
W_189758,P_716879,train
W_189759,P_716848,train
W_189759,P_791073,train
W_189835,P_717137,train
W_189835,P_732485,train
W_189851,P_717196,train
W_189851,P_717198,train
W_189871,P_717307,train
W_189871,P_717308,train
W_189881,P_717350,train
W_189881,P_717403,train
W_189942,P_717617,train
W_189942,P_717618,train
W_189970,P_717695,train
W_189970,P_717697,train
W_189994,P_717824,train
W_189994,P_717825,train
W_190076,P_718181,train
W_190076,P_718182,train
W_190078,P_718211,train
W_190078,P_718213,train
W_190082,P_718236,train
W_190082,P_718237,train
W_190090,P_718254,train
W_190090,P_718255,train
W_190091,P_718258,train
W_190091,P_718259,train
W_190154,P_718539,train
W_190154,P_718540,train
W_190162,P_718597,train
W_190162,P_718598,train
W_190182,P_718759,train
W_190182,P_718779,train
W_1902,P_182136,train
W_1902,P_1902,train
W_190206,P_718838,train
W_190206,P_719068,train
W_190207,P_718840,train
W_190207,P_718841,train
W_190208,P_718843,train
W_190208,P_718844,train
W_190226,P_718914,train
W_190226,P_718915,train
W_190244,P_718985,train
W_190244,P_718986,train
W_190245,P_718987,train
W_190245,P_718988,train
W_190251,P_719015,train
W_190251,P_719016,train
W_190255,P_719030,train
W_190255,P_719031,train
W_190300,P_719144,train
W_190300,P_719145,train
W_190374,P_719401,train
W_190374,P_719402,train
W_190376,P_719404,train
W_190376,P_719541,train
W_190409,P_719495,train
W_190409,P_719577,train
W_190579,P_720143,train
W_190579,P_720144,train
W_190585,P_722670,train
W_190585,P_722686,train
W_190586,P_732834,train
W_190586,P_732839,train
W_190602,P_720212,train
W_190602,P_720213,train
W_190645,P_729320,train
W_190645,P_729364,train
W_190672,P_720479,train
W_190672,P_720480,train
W_190684,P_720573,train
W_190684,P_720574,train
W_190686,P_720604,train
W_190686,P_720606,train
W_190696,P_720690,train
W_190696,P_720691,train
W_190704,P_720780,train
W_190704,P_720806,train
W_190707,P_720793,train
W_190707,P_720808,train
W_190708,P_720796,train
W_190708,P_736678,train
W_190712,P_720844,train
W_190712,P_720847,train
W_190715,P_720860,train
W_190715,P_720861,train
W_190718,P_720876,train
W_190718,P_720877,train
W_19083,P_503699,train
W_19083,P_79969,train
W_190834,P_721675,train
W_190834,P_721676,train
W_190835,P_721677,train
W_190835,P_721678,train
W_190876,P_721921,train
W_190876,P_721922,train
W_190881,P_721938,train
W_190881,P_721939,train
W_190883,P_721942,train
W_190883,P_721943,train
W_190884,P_721944,train
W_190884,P_721945,train
W_190885,P_721946,train
W_190885,P_721947,train
W_190889,P_721963,train
W_190889,P_721964,train
W_190895,P_721985,train
W_190895,P_721986,train
W_190900,P_721992,train
W_190900,P_721996,train
W_190941,P_722236,train
W_190941,P_722237,train
W_190943,P_722255,train
W_190943,P_722256,train
W_190968,P_722364,train
W_190968,P_722365,train
W_191030,P_722557,train
W_191030,P_722558,train
W_191036,P_722579,train
W_191036,P_722580,train
W_19110,P_20589,train
W_19110,P_728526,train
W_191111,P_722790,train
W_191111,P_722792,train
W_191122,P_722826,train
W_191122,P_723143,train
W_191129,P_722855,train
W_191129,P_722856,train
W_191136,P_722834,train
W_191136,P_722835,train
W_191151,P_722886,train
W_191151,P_722888,train
W_191167,P_723011,train
W_191167,P_723014,train
W_191215,P_758566,train
W_191215,P_776426,train
W_191229,P_723320,train
W_191229,P_723321,train
W_191235,P_723378,train
W_191235,P_723381,train
W_191254,P_723439,train
W_191254,P_723440,train
W_191286,P_723700,train
W_191286,P_723703,train
W_191296,P_723723,train
W_191296,P_723724,train
W_191304,P_723740,train
W_191304,P_723741,train
W_191305,P_723746,train
W_191305,P_723747,train
W_191326,P_723856,train
W_191326,P_734979,train
W_191337,P_726712,train
W_191337,P_783886,train
W_191430,P_734279,train
W_191430,P_734284,train
W_191447,P_724336,train
W_191447,P_745975,train
W_191451,P_724318,train
W_191451,P_724319,train
W_191472,P_734730,train
W_191472,P_734741,train
W_191490,P_724376,train
W_191490,P_724377,train
W_191513,P_732778,train
W_191513,P_799436,train
W_191527,P_731889,train
W_191527,P_731894,train
W_191529,P_731260,train
W_191529,P_731261,train
W_191533,P_734770,train
W_191533,P_734774,train
W_191561,P_724668,train
W_191561,P_724669,train
W_191619,P_730202,train
W_191619,P_730204,train
W_19163,P_19163,train
W_19163,P_19164,train
W_191670,P_725194,train
W_191670,P_799574,train
W_191704,P_725343,train
W_191704,P_725369,train
W_191717,P_725480,train
W_191717,P_725481,train
W_191934,P_726161,train
W_191934,P_773832,train
W_191941,P_726210,train
W_191941,P_726221,train
W_192050,P_726835,train
W_192050,P_726836,train
W_192054,P_726881,train
W_192054,P_726928,train
W_19206,P_19206,train
W_19206,P_19207,train
W_192089,P_736793,train
W_192089,P_745117,train
W_192091,P_736018,train
W_192091,P_736042,train
W_192092,P_727008,train
W_192092,P_755491,train
W_192232,P_727490,train
W_192232,P_727767,train
W_192242,P_727565,train
W_192242,P_727566,train
W_192318,P_727922,train
W_192318,P_727923,train
W_192359,P_728134,train
W_192359,P_728139,train
W_192442,P_728659,train
W_192442,P_728660,train
W_192509,P_729054,train
W_192509,P_729055,train
W_192518,P_729081,train
W_192518,P_729082,train
W_19253,P_19254,train
W_19253,P_94443,train
W_192579,P_729591,train
W_192579,P_729593,train
W_192598,P_729765,train
W_192598,P_729767,train
W_192628,P_729921,train
W_192628,P_768532,train
W_192633,P_729989,train
W_192633,P_729992,train
W_192640,P_730029,train
W_192640,P_783118,train
W_192658,P_730156,train
W_192658,P_730157,train
W_192666,P_730206,train
W_192666,P_730207,train
W_192678,P_730244,train
W_192678,P_730245,train
W_192688,P_730348,train
W_192688,P_730349,train
W_192699,P_730419,train
W_192699,P_730420,train
W_192730,P_730539,train
W_192730,P_730540,train
W_192734,P_730548,train
W_192734,P_730549,train
W_192746,P_730588,train
W_192746,P_730589,train
W_192753,P_730601,train
W_192753,P_730602,train
W_192768,P_730680,train
W_192768,P_730683,train
W_192774,P_730765,train
W_192774,P_730766,train
W_192810,P_730895,train
W_192810,P_730896,train
W_192814,P_730933,train
W_192814,P_731067,train
W_192815,P_730928,train
W_192815,P_730929,train
W_192889,P_731165,train
W_192889,P_734380,train
W_192890,P_731167,train
W_192890,P_731168,train
W_192904,P_731199,train
W_192904,P_731200,train
W_192928,P_731301,train
W_192928,P_731302,train
W_192953,P_731476,train
W_192953,P_731483,train
W_192988,P_731636,train
W_192988,P_731637,train
W_193200,P_732753,train
W_193200,P_732754,train
W_193251,P_733014,train
W_193251,P_733015,train
W_193260,P_733042,train
W_193260,P_733043,train
W_193275,P_733163,train
W_193275,P_733180,train
W_19329,P_441707,train
W_19329,P_752325,train
W_193325,P_733362,train
W_193325,P_733363,train
W_193333,P_733383,train
W_193333,P_733384,train
W_193346,P_733431,train
W_193346,P_733433,train
W_193399,P_733620,train
W_193399,P_733752,train
W_193408,P_733677,train
W_193408,P_733680,train
W_193414,P_733698,train
W_193414,P_733699,train
W_193478,P_733972,train
W_193478,P_733974,train
W_193479,P_733975,train
W_193479,P_733978,train
W_193482,P_733983,train
W_193482,P_733984,train
W_193483,P_733985,train
W_193483,P_733986,train
W_193490,P_734020,train
W_193490,P_734021,train
W_193497,P_734051,train
W_193497,P_734052,train
W_193519,P_734276,train
W_193519,P_734277,train
W_193545,P_734349,train
W_193545,P_734350,train
W_193587,P_734767,train
W_193587,P_734772,train
W_193620,P_734908,train
W_193620,P_734915,train
W_193632,P_734963,train
W_193632,P_787977,train
W_193688,P_735126,train
W_193688,P_735127,train
W_193710,P_735183,train
W_193710,P_735184,train
W_193719,P_735209,train
W_193719,P_735210,train
W_193722,P_735217,train
W_193722,P_735218,train
W_193730,P_735244,train
W_193730,P_735245,train
W_193784,P_735483,train
W_193784,P_735484,train
W_193836,P_735711,train
W_193836,P_735714,train
W_19384,P_19384,train
W_19384,P_798173,train
W_193862,P_735821,train
W_193862,P_735822,train
W_193871,P_735852,train
W_193871,P_735854,train
W_193947,P_736175,train
W_193947,P_736176,train
W_193969,P_736273,train
W_193969,P_736274,train
W_193985,P_736381,train
W_193985,P_736382,train
W_194,P_501175,train
W_194,P_75213,train
W_194085,P_736834,train
W_194085,P_736836,train
W_194135,P_737097,train
W_194135,P_737098,train
W_194148,P_737153,train
W_194148,P_737154,train
W_194162,P_737205,train
W_194162,P_737206,train
W_194223,P_737411,train
W_194223,P_737412,train
W_194252,P_737512,train
W_194252,P_737521,train
W_194258,P_737546,train
W_194258,P_737552,train
W_194264,P_737640,train
W_194264,P_737641,train
W_194286,P_742038,train
W_194286,P_742041,train
W_194413,P_751521,train
W_194413,P_751533,train
W_194465,P_738387,train
W_194465,P_738389,train
W_194497,P_742053,train
W_194497,P_742055,train
W_194508,P_749884,train
W_194508,P_749886,train
W_194520,P_738633,train
W_194520,P_738634,train
W_194525,P_738653,train
W_194525,P_738765,train
W_194526,P_738649,train
W_194526,P_738660,train
W_194556,P_738870,train
W_194556,P_738871,train
W_194558,P_738895,train
W_194558,P_738901,train
W_194571,P_738920,train
W_194571,P_738921,train
W_19458,P_19459,train
W_19458,P_645976,train
W_194583,P_745287,train
W_194583,P_745290,train
W_194592,P_748770,train
W_194592,P_748772,train
W_194597,P_755511,train
W_194597,P_777124,train
W_194624,P_739111,train
W_194624,P_739112,train
W_194631,P_759623,train
W_194631,P_759625,train
W_194640,P_754823,train
W_194640,P_754831,train
W_194658,P_746851,train
W_194658,P_746852,train
W_194702,P_749041,train
W_194702,P_749044,train
W_194704,P_778609,train
W_194704,P_778610,train
W_194709,P_749994,train
W_194709,P_770502,train
W_194721,P_739326,train
W_194721,P_739327,train
W_194732,P_739362,train
W_194732,P_739363,train
W_194840,P_739878,train
W_194840,P_739880,train
W_194852,P_739941,train
W_194852,P_739944,train
W_194871,P_740098,train
W_194871,P_740099,train
W_194878,P_740109,train
W_194878,P_740110,train
W_19488,P_19488,train
W_19488,P_20472,train
W_194898,P_740150,train
W_194898,P_740151,train
W_19492,P_19492,train
W_19492,P_645319,train
W_194949,P_740358,train
W_194949,P_740359,train
W_19497,P_522462,train
W_19497,P_522463,train
W_194979,P_740482,train
W_194979,P_740483,train
W_195022,P_740776,train
W_195022,P_740780,train
W_195058,P_740884,train
W_195058,P_740885,train
W_195093,P_741065,train
W_195093,P_741066,train
W_195105,P_741170,train
W_195105,P_741171,train
W_19521,P_19521,train
W_19521,P_282654,train
W_195250,P_742109,train
W_195250,P_742110,train
W_195406,P_743085,train
W_195406,P_743086,train
W_195432,P_743243,train
W_195432,P_743244,train
W_195538,P_743924,train
W_195538,P_743925,train
W_195604,P_744464,train
W_195604,P_751491,train
W_195720,P_745680,train
W_195720,P_745681,train
W_195735,P_745815,train
W_195735,P_745822,train
W_195818,P_746257,train
W_195818,P_746258,train
W_195824,P_746271,train
W_195824,P_746272,train
W_195856,P_746488,train
W_195856,P_746489,train
W_195866,P_746554,train
W_195866,P_746555,train
W_195883,P_746646,train
W_195883,P_797813,train
W_195950,P_746941,train
W_195950,P_746944,train
W_195968,P_747015,train
W_195968,P_747535,train
W_195973,P_747060,train
W_195973,P_747061,train
W_195992,P_747188,train
W_195992,P_747189,train
W_196040,P_244852,train
W_196040,P_747511,train
W_196044,P_747575,train
W_196044,P_747605,train
W_196045,P_747576,train
W_196045,P_747578,train
W_196056,P_747628,train
W_196056,P_747629,train
W_196057,P_747639,train
W_196057,P_747640,train
W_196164,P_748188,train
W_196164,P_748189,train
W_196202,P_748266,train
W_196202,P_748520,train
W_196237,P_748397,train
W_196237,P_748398,train
W_196238,P_748399,train
W_196238,P_748400,train
W_196263,P_748599,train
W_196263,P_748600,train
W_196279,P_748625,train
W_196279,P_748626,train
W_196290,P_748661,train
W_196290,P_748662,train
W_196427,P_749399,train
W_196427,P_749400,train
W_196446,P_749527,train
W_196446,P_749530,train
W_196484,P_749845,train
W_196484,P_749846,train
W_196518,P_750256,train
W_196518,P_750257,train
W_196605,P_750982,train
W_196605,P_750983,train
W_196609,P_750998,train
W_196609,P_750999,train
W_196645,P_751234,train
W_196645,P_751374,train
W_196693,P_751662,train
W_196693,P_751668,train
W_196734,P_752064,train
W_196734,P_752065,train
W_19674,P_57954,train
W_19674,P_766675,train
W_196756,P_752129,train
W_196756,P_752131,train
W_196769,P_752208,train
W_196769,P_752209,train
W_196771,P_752212,train
W_196771,P_752224,train
W_196783,P_752265,train
W_196783,P_752267,train
W_196802,P_752403,train
W_196802,P_752405,train
W_196839,P_752591,train
W_196839,P_752620,train
W_196844,P_752628,train
W_196844,P_752630,train
W_196901,P_753019,train
W_196901,P_753020,train
W_196902,P_753021,train
W_196902,P_753022,train
