query_pid,query_wid,n_rel,global:full_long_rel_ranks,global:full_60_rel_ranks,global:base_1500_rel_ranks,ttr_rel_ranks,win_max_rel_ranks,win_fuse_rel_ranks,s1_hub_rel_ranks
P_40312,W_8673,12,1;2;3;4;5;6;11;20;27;30;31;850,1;2;3;5;10;32;35;37;60;70;78;1448,169;252;338;340;476;881;1092;2113;4576;10246;13342;13344,1;2;3;4;5;6;7;12;27;29;34;868,1;2;3;4;5;6;12;25;33;57;253;495,1;2;3;4;5;6;8;14;15;18;68;531,1;2;3;4;5;6;11;20;27;30;31;850
P_403294,W_243,12,29;61;64;412;915;1151;2396;4392;4596;4800;5290;6113,43;263;1115;1755;2993;3009;3864;4232;5340;6188;6823;7154,1531;1572;2400;3118;3331;5421;6092;6270;6353;6570;7652;7831,25;39;48;277;932;2317;3155;5313;5339;5585;5786;6842,4;5;72;482;1941;2095;2497;3870;5675;5732;6148;6453,3;9;30;339;1302;1382;2308;4110;5196;5573;5880;5928,29;61;64;412;915;1151;2396;4392;4596;4800;5290;6113
P_403300,W_119695,12,8;32;261;1077;1421;1841;2035;2278;2648;3440;5859;7860,79;156;1073;1225;1284;1876;2041;2065;3286;3921;5187;7387,92;96;946;1472;1564;1697;1880;2507;3082;7183;7378;9014,3;16;375;1281;1452;1840;1862;1904;3465;3856;6179;7574,13;32;71;145;708;762;1238;1352;1397;2421;6621;6825,15;20;61;661;899;950;1483;1680;2821;3735;4420;7292,8;32;261;1077;1421;1841;2035;2278;2648;3440;5859;7860
P_403559,W_149562,12,52;90;626;1093;1707;1751;2224;2851;4007;5116;5403;6184,174;215;260;927;1137;1457;1842;2264;2685;3074;3741;8803,116;140;452;493;1719;1809;3669;5505;5767;6238;9586;12263,32;115;149;153;1908;2237;2304;3542;3558;3642;5028;5922,615;1007;1522;1527;2187;2190;2202;2229;2535;3311;4184;5306,186;342;501;1252;1590;1628;2290;2434;2956;3830;3858;5280,52;90;626;1093;1707;1751;2224;2851;4007;5116;5403;6184
P_403565,W_42453,12,90;150;201;337;408;477;522;537;758;992;1707;9066,82;570;849;1595;1690;1817;2394;2733;2777;5979;6075;7731,829;1830;2529;2814;2923;3935;4207;4769;5115;6545;6566;10137,49;81;99;115;125;171;254;502;1656;1904;2325;8377,31;123;813;1214;1524;1621;1894;2006;2454;2503;5285;6200,62;75;258;300;422;517;691;926;1164;1849;2422;7688,90;150;201;337;408;477;522;537;758;992;1707;9066
P_403606,W_434,12,59;88;106;307;311;1290;1317;1325;1374;3639;6363;9366,16;19;44;187;300;796;1634;1799;3762;7541;12291;13636,64;146;415;514;552;748;1086;1239;1398;1528;6123;6156,25;39;71;87;136;252;281;788;1302;3425;6674;8790,116;155;440;486;489;532;647;748;1140;2033;4119;4389,48;50;150;296;570;640;707;899;1251;2138;3471;5027,59;88;106;307;311;1290;1317;1325;1374;3639;6363;9366
P_403629,W_4468,12,57;129;232;692;986;1094;1787;2442;4097;4496;8276;12590,269;594;639;805;900;2112;2879;4945;5091;6628;7394;10920,937;1059;1309;1661;1901;3196;3346;3425;3636;4388;6623;7863,66;196;568;987;1660;1731;3007;3837;4142;6660;8078;12383,7;60;76;189;563;636;925;1065;1213;3234;10226;11432,14;59;172;258;406;835;952;1598;2112;3634;9314;12222,57;129;232;692;986;1094;1787;2442;4097;4496;8276;12590
P_403662,W_149562,12,6;23;28;231;730;1174;3237;3660;3794;4718;5320;7704,162;195;332;538;858;1359;1567;1696;1760;2510;2839;4324,58;1137;1222;1350;1791;2215;3228;3289;4442;5645;5691;5878,2;20;74;316;1278;1558;3494;4022;4885;5586;6059;8183,23;57;73;109;289;2161;2414;3231;3342;3798;4712;5830,9;22;28;55;1485;1927;2300;3469;3598;4290;4461;5486,6;23;28;231;730;1174;3237;3660;3794;4718;5320;7704
P_403663,W_149562,12,128;527;628;859;868;915;1271;1666;1787;1983;2503;5940,133;210;275;365;367;723;892;1426;1601;3344;4280;5642,253;292;461;490;652;825;1121;2468;3704;4189;6332;9738,585;589;897;904;947;1106;1536;1806;2249;2435;3125;4973,8;27;115;121;122;1172;1654;2284;2771;3483;4574;5429,61;115;119;184;453;978;1294;1349;1731;2384;3608;4761,128;527;628;859;868;915;1271;1666;1787;1983;2503;5940
P_403673,W_149562,12,91;95;304;745;835;1464;2961;3054;3118;3244;4311;7315,83;218;586;751;942;1741;1831;2141;4077;5258;6142;12267,193;273;444;764;884;1313;2534;4013;6203;6600;8653;12754,280;288;646;845;1850;1884;2384;2410;2595;3306;3460;8862,102;188;201;469;552;1724;2000;2281;2356;3178;3387;4222,58;119;227;458;501;684;2034;2230;2510;2956;3570;5952,91;95;304;745;835;1464;2961;3054;3118;3244;4311;7315
P_403679,W_149562,12,49;187;209;568;1356;1630;1631;3301;3853;4125;4148;7578,257;356;375;650;1255;1326;2284;2310;2794;2824;4623;6141,973;1096;1135;1150;1463;1651;2150;2607;2936;3335;3884;5336,85;130;706;726;809;959;1079;2511;3128;3474;3757;7268,6;202;205;255;320;794;928;1700;1862;2840;4236;5517,216;232;253;465;485;728;1409;1815;1830;2006;4473;5763,49;187;209;568;1356;1630;1631;3301;3853;4125;4148;7578
P_403707,W_209,12,5;20;29;87;189;209;237;485;1238;1684;2253;2459,37;127;207;432;1064;1456;1779;2314;2333;2482;2551;3397,4;1001;1204;2666;2673;3389;3742;4590;4818;5806;6103;6357,6;8;51;89;143;228;294;704;1433;1746;2534;3295,6;15;49;140;193;446;494;514;1216;1232;1722;1899,3;9;60;96;164;177;258;448;1203;1654;1690;2126,5;20;29;87;189;209;237;485;1238;1684;2253;2459
P_403772,W_149562,12,57;328;1208;1814;2551;3148;3334;3616;4396;6829;7468;9706,194;748;771;1500;1662;1686;2280;2410;2730;3625;3810;5246,516;1005;1190;2175;2188;2263;2506;3110;5313;6112;6746;11295,17;80;382;729;1508;1652;1824;2808;3180;4393;5208;7707,72;151;294;510;1160;1613;1929;2057;2736;2750;3219;4202,170;421;595;750;1142;1211;2273;2366;3563;4096;5777;6156,57;328;1208;1814;2551;3148;3334;3616;4396;6829;7468;9706
P_403801,W_149562,12,4;206;333;815;891;1430;3382;3531;3775;4906;6103;8018,94;362;378;514;703;1572;3097;3236;3353;4087;4365;6527,200;1976;2012;3836;3895;4060;4541;5583;7527;8029;8497;8795,1;117;169;387;760;1175;3107;3347;3706;3855;5675;8274,3;53;197;224;818;824;3770;3802;3857;5145;5402;5840,15;103;118;278;401;2146;2335;3429;3552;4988;5736;6986,4;206;333;815;891;1430;3382;3531;3775;4906;6103;8018
P_403811,W_149562,12,19;575;591;653;961;1382;2298;2437;3624;3997;4348;8861,240;681;743;986;1144;1185;1680;2341;2876;3118;3473;3516,201;242;580;716;909;1816;2962;3957;4312;4433;7492;11042,27;565;569;574;1109;1206;1280;2219;2261;2964;3742;8003,109;176;1371;1392;1680;1946;2626;2629;3368;4451;4616;4777,19;233;735;1105;1622;1793;2476;3038;3113;3287;3298;5164,19;575;591;653;961;1382;2298;2437;3624;3997;4348;8861
P_403845,W_149562,12,8;1068;1287;1480;2017;3315;3845;3860;4938;5912;6551;7634,9;425;479;1197;2280;2973;3323;4748;5341;5660;5828;7880,1671;2164;2460;4541;4750;5261;7285;7460;8405;8978;9095;9134,13;309;685;1114;1509;1833;4363;4375;4973;6521;7174;7437,9;341;370;1141;1623;4085;4194;5538;5551;5561;5776;6139,180;553;984;1205;1380;3454;3918;4566;4663;5750;6339;6800,8;1068;1287;1480;2017;3315;3845;3860;4938;5912;6551;7634
P_403863,W_149562,12,772;1142;2213;2597;3923;4372;4653;4737;4869;5720;6917;7945,1314;1765;1830;2633;2884;3258;3990;4616;5189;5929;7269;9885,1017;1237;1716;2405;2937;3387;5771;6427;6567;7307;7489;8264,1082;1512;2692;3450;3971;4216;4844;5065;5147;5692;6280;7861,909;1279;2196;3766;3955;4787;5212;5258;5335;5586;5733;6490,690;1008;2295;3848;4170;4831;4890;4954;5068;5298;6147;6847,772;1142;2213;2597;3923;4372;4653;4737;4869;5720;6917;7945
P_403868,W_8850,12,566;2653;2785;2915;3412;3770;4398;4775;5622;5934;7882;10886,3546;4174;5152;5722;5739;5774;6152;6427;6437;6773;9306;10211,3968;4317;6033;6457;9488;9978;10264;10308;10782;11309;12068;13008,439;1433;2424;2591;2742;3453;3507;3787;4126;4501;7310;10802,722;924;1634;1962;2372;2729;3956;7105;8607;8931;9489;12635,866;2068;2202;2294;2534;2863;3031;4524;6550;6843;8403;11959,566;2653;2785;2915;3412;3770;4398;4775;5622;5934;7882;10886
P_403885,W_76174,12,103;186;213;401;687;849;1670;2160;2750;2878;5032;6038,62;146;544;877;1066;1733;4614;5241;5464;5659;6529;7838,117;1384;1540;1655;2027;2085;4759;5262;5773;6184;6871;7735,67;111;190;269;871;1067;1148;1180;2515;3434;3744;4869,31;398;859;884;1047;1054;1698;1770;1935;2276;5684;6579,36;154;411;416;677;924;1193;1255;1382;3086;5040;5840,103;186;213;401;687;849;1670;2160;2750;2878;5032;6038
P_403963,W_1308,12,3;6;26;37;82;108;112;203;222;601;654;7405,6;8;9;11;60;76;146;247;252;300;393;4180,39;63;103;121;199;214;287;308;944;1075;1224;6405,3;11;17;29;78;111;132;157;202;790;965;7991,5;65;80;82;133;189;191;291;490;574;1019;6024,8;10;12;88;95;122;134;152;219;269;463;6673,3;6;26;37;82;108;112;203;222;601;654;7405
P_403991,W_33804,12,1;3;5;14;15;52;59;60;577;899;9209;13358,1;213;320;548;642;1365;1436;2524;2801;3055;7280;11872,42;222;333;538;1963;2203;2243;2405;3189;6159;8827;13644,1;2;4;6;8;78;118;139;993;1051;9594;13350,3;21;43;45;47;77;147;153;223;1677;10074;13254,1;3;5;7;9;26;35;49;254;1025;9698;13398,1;3;5;14;15;52;59;60;577;899;9209;13358
P_40400,W_2083,12,13;42;70;81;89;100;103;133;1076;1956;2264;4358,18;27;122;128;148;179;263;382;451;1943;2279;3086,144;231;279;313;471;687;1139;1519;1735;3402;6357;6417,20;41;46;65;84;90;92;104;902;1775;1854;4851,7;42;57;80;131;135;305;307;451;758;3981;4298,13;30;50;53;73;76;149;179;716;1281;2896;4193,13;42;70;81;89;100;103;133;1076;1956;2264;4358
P_404002,W_33804,12,768;4272;8552;12187;13272;13335;13849;13895;14185;14359;14530;14771,1917;4018;5732;7500;8375;10375;11454;11593;11762;12806;12922;13208,2401;5997;6101;8797;9622;10205;10431;10885;11061;11875;12359;12433,879;4962;9417;12384;13387;13832;13876;14183;14401;14664;14669;14845,1140;5106;6815;8093;8160;9205;10370;10436;12032;13114;13232;13707,844;4406;7601;11015;11974;12268;12670;12972;13537;13786;14149;14385,768;4272;8552;12187;13272;13335;13849;13895;14185;14359;14530;14771
P_404046,W_143052,12,2127;2249;2755;3069;3299;3377;4710;5179;5442;5522;7311;7985,373;706;1356;1435;1534;1828;2737;3591;4078;5349;5571;6796,465;1316;1833;2516;2977;3197;3958;4744;5407;5483;6605;11163,1690;2270;2621;2911;3125;3206;4897;5165;5201;5258;7705;7931,1260;1297;1415;1721;1767;2242;4580;4961;5301;5536;5888;6493,1652;1754;2371;2415;2433;2523;4848;5191;5264;5921;6379;6582,2127;2249;2755;3069;3299;3377;4710;5179;5442;5522;7311;7985
P_404058,W_131020,12,631;749;1091;1312;1320;3238;4350;4385;4823;6895;9862;11115,954;1313;1810;3383;3522;3682;4998;7201;7412;7423;8022;8680,936;1384;2247;4196;4322;4667;5530;5850;6111;6663;7591;8404,27;736;982;2036;2145;2249;2412;2790;3165;4121;7484;7889,28;128;277;689;2203;2268;2778;4384;4387;5020;9513;12900,235;236;288;1493;1544;2209;3411;3585;4202;5982;10414;11398,631;749;1091;1312;1320;3238;4350;4385;4823;6895;9862;11115
P_404137,W_149562,12,9;24;80;323;415;1236;2620;3284;3952;5207;5396;5589,364;1118;1211;1603;2045;2576;2578;3404;4510;4652;4994;7712,134;944;1423;1736;3161;3347;3946;4577;5257;5934;6841;7331,14;100;133;161;282;1420;1910;3203;3550;4236;5316;6494,60;93;98;360;711;1790;1962;2664;3775;4021;4185;5096,9;45;57;157;1024;1368;2532;3182;3295;3797;4727;5110,9;24;80;323;415;1236;2620;3284;3952;5207;5396;5589
P_40419,W_40419,12,1;66;164;166;259;1135;1146;1303;1425;3445;5478;8831,13;264;1547;1702;1752;2690;2966;4568;4682;5867;6749;9975,206;291;865;1040;1061;1171;1536;1944;3273;3726;4175;8967,10;71;247;250;377;617;1359;1537;1673;2732;5985;9499,1;2;6;88;94;109;141;216;420;1379;1503;6764,1;11;24;33;294;318;424;1137;1346;1424;3405;3611,1;66;164;166;259;1135;1146;1303;1425;3445;5478;8831
P_404206,W_149298,12,53;70;82;108;310;314;760;782;1336;1470;3542;4421,412;1144;1643;1804;2134;2449;2547;2760;3303;3658;4268;4492,1262;1764;2009;2526;2671;3050;3556;4726;6349;6364;6795;7743,30;54;61;67;179;198;627;675;995;1288;3329;4512,1;44;159;180;384;396;465;471;865;959;3694;3778,9;59;74;111;151;431;523;721;727;780;3585;3994,53;70;82;108;310;314;760;782;1336;1470;3542;4421
P_404245,W_3063,12,6;8;14;96;149;268;424;578;624;747;1750;2443,8;33;129;188;199;217;361;458;563;585;834;3180,5;60;94;358;795;798;865;1005;1164;1628;2056;3963,5;22;62;303;317;463;465;530;743;1033;2267;3114,7;39;50;75;96;97;142;244;368;1211;1790;3406,7;13;27;67;111;149;252;419;491;731;740;1346,6;8;14;96;149;268;424;578;624;747;1750;2443
P_404284,W_2970,12,1951;2047;3574;4147;5407;6717;8152;8345;8591;9696;10796;13540,583;617;745;862;939;1281;2792;7569;8114;8259;8285;8983,258;468;770;1045;1184;2847;3153;4443;4466;8966;11410;12186,2230;2773;4012;5528;6154;8299;8878;9280;10094;10416;11140;13149,103;1116;1915;1989;2261;3784;4495;4624;6561;7475;9157;9404,667;1839;2303;3503;3509;3844;6122;6328;7717;8701;9590;11839,1951;2047;3574;4147;5407;6717;8152;8345;8591;9696;10796;13540
P_404331,W_50523,12,4;5;47;48;53;85;682;942;980;1779;1832;11707,10;11;205;227;414;415;618;798;1882;3987;5438;6683,659;803;1473;1474;1504;2419;2669;3125;3126;5080;5167;7447,5;6;27;50;51;202;295;830;913;2146;2633;11784,10;11;131;132;203;224;234;364;680;3844;5847;10935,3;4;41;42;74;155;267;426;508;2479;2617;11550,4;5;47;48;53;85;682;942;980;1779;1832;11707
P_40434,W_19353,12,263;297;701;898;952;1139;1285;2128;2712;2722;5707;7330,38;341;358;372;892;1284;1392;1608;2143;3020;3825;4496,357;679;727;765;1023;1187;1952;2080;2458;3037;4339;7453,205;308;792;1043;1100;1122;1646;2269;2510;3044;6066;6857,33;39;88;113;160;859;1179;1683;2617;2777;3695;4516,53;101;197;295;320;996;1645;1835;2361;2396;4192;6097,263;297;701;898;952;1139;1285;2128;2712;2722;5707;7330
P_404341,W_12795,12,57;375;403;1345;1593;2550;2559;2708;3244;4569;5140;5332,364;599;680;2071;2278;2705;3510;4054;5692;6039;7352;8006,232;372;1989;2248;3818;4392;5057;5091;5322;5491;5646;8000,190;358;414;1088;1886;2376;2990;3114;3179;4729;4987;5257,60;115;284;534;607;1100;1422;1545;2186;2307;2309;2716,15;113;535;611;969;1469;1629;1794;2384;3104;3276;3726,57;375;403;1345;1593;2550;2559;2708;3244;4569;5140;5332
P_40435,W_19353,12,620;714;784;1296;1489;1931;3382;4012;4183;4263;4653;5555,285;768;787;936;944;952;1547;1949;2600;4046;4287;5756,83;687;882;1240;1596;1637;2341;2557;2798;3599;3903;7827,466;704;1041;1045;1308;1625;4063;4417;4426;4486;4564;5038,171;340;613;1391;1650;1828;2379;2997;3417;4330;5259;6355,238;390;571;1320;1360;1608;2109;2977;3007;3855;4419;4922,620;714;784;1296;1489;1931;3382;4012;4183;4263;4653;5555
P_404355,W_149562,12,1;74;315;328;1388;1396;3018;3419;3440;6214;6449;6990,53;340;494;1824;3062;3243;3258;3749;5360;6048;6058;8040,569;1988;2040;2266;2374;2600;5615;5717;7705;7822;8216;8399,2;125;245;927;1417;1816;2414;2550;2601;5829;6196;6321,46;108;258;613;751;790;1172;3797;4602;4668;5118;6901,12;13;69;740;817;1700;1768;3519;4182;4427;5799;6955,1;74;315;328;1388;1396;3018;3419;3440;6214;6449;6990
P_40436,W_19353,12,307;389;467;680;696;717;1112;1305;1491;2578;2639;8281,195;251;512;538;624;789;1513;1520;1776;3533;5001;5285,159;496;865;1636;2266;2991;4582;4583;5018;5321;6770;7155,181;677;855;868;891;1162;1368;1720;2353;3297;3816;9239,45;60;115;131;537;867;911;917;2251;2730;3118;7642,92;105;108;146;439;474;715;793;1613;2200;2393;8016,307;389;467;680;696;717;1112;1305;1491;2578;2639;8281
P_404381,W_46408,12,35;67;79;103;178;211;224;282;358;758;2236;2379,11;117;293;900;1427;1783;1861;2423;2444;2947;3464;8242,166;284;525;1082;1960;2461;2798;2886;3180;4364;5003;7907,23;36;62;82;156;166;193;302;419;661;2864;3264,301;381;391;572;695;732;790;1117;1370;1904;6406;8111,46;60;70;120;167;179;209;292;406;1139;1589;4522,35;67;79;103;178;211;224;282;358;758;2236;2379
P_404397,W_14501,12,56;338;453;665;690;1034;1605;1645;2547;3272;4389;5023,156;194;473;750;752;852;1171;1294;1442;2164;2368;4105,94;1643;1728;1881;1987;1988;2294;2388;2924;3100;3530;4773,83;223;226;356;474;544;1146;1344;1949;2461;3650;5077,769;1018;1073;1673;2061;2251;2380;2717;3262;3587;5676;8502,171;481;920;935;1153;1465;1709;1812;1853;3765;4004;5892,56;338;453;665;690;1034;1605;1645;2547;3272;4389;5023
P_404402,W_1308,12,19;52;87;193;336;892;915;949;1058;1130;2105;3311,29;33;62;162;193;269;400;403;544;570;768;4154,19;258;424;536;598;830;1084;1148;1671;2125;2848;5923,43;109;111;341;375;727;829;837;843;1475;2340;2606,9;65;68;91;313;326;447;557;738;976;1927;2053,20;39;70;150;217;296;485;753;1282;1302;1355;1384,19;52;87;193;336;892;915;949;1058;1130;2105;3311
P_40443,W_19945,12,253;417;521;558;1349;1512;1693;2167;2643;3175;3474;3587,588;696;761;863;1057;1081;1679;2057;2117;2605;2809;3076,820;1137;1415;1584;1810;1845;2157;2550;3630;4008;5135;5252,159;380;457;496;1057;1619;1748;2197;2326;2453;2693;3544,33;111;114;338;1087;1317;1898;2221;3182;3275;3881;4754,69;163;199;635;892;1296;1602;2543;2723;2854;3601;3846,253;417;521;558;1349;1512;1693;2167;2643;3175;3474;3587
P_404442,W_375,12,184;266;466;527;946;1298;2255;2859;4020;4202;5898;7700,94;400;527;896;930;1908;2888;3654;4056;4223;4656;7372,202;684;1243;2936;3533;4187;4789;4835;4943;5040;5177;9012,2;34;43;44;81;152;371;604;921;1699;4160;8980,174;346;363;391;526;720;902;1618;1669;2250;3547;5213,256;305;366;495;567;1275;1293;1883;2449;2876;3794;6515,184;266;466;527;946;1298;2255;2859;4020;4202;5898;7700
P_40446,W_19945,12,82;118;188;279;485;675;704;1467;1864;2970;4329;4691,36;41;318;399;461;565;1161;2383;2952;3046;5743;6088,37;120;1386;1457;1762;2166;2362;2453;4398;4763;5053;5287,32;92;117;258;409;500;541;736;1436;3550;4073;4182,58;104;171;364;467;1774;2816;2926;3265;3376;3910;4624,37;84;91;212;357;949;1370;2060;2400;3232;3449;4537,82;118;188;279;485;675;704;1467;1864;2970;4329;4691
P_40449,W_19945,12,78;80;125;222;415;689;1423;2657;2683;2829;2860;3119,48;115;214;322;506;1514;1574;1860;1935;2490;3791;4314,13;476;919;1532;1842;2218;3588;3696;5267;5700;5955;6218,15;19;52;56;190;473;1430;1509;1691;2321;2616;4275,25;42;636;861;1112;4368;4710;5500;5704;5748;5826;6756,25;28;140;296;354;1570;2591;3120;3728;3909;4023;4332,78;80;125;222;415;689;1423;2657;2683;2829;2860;3119
P_404578,W_1409,12,441;1123;1769;1804;2147;2487;3077;3461;3817;5450;5559;7836,1338;2147;2666;3076;3987;4326;4571;5280;5320;5902;6138;7491,3093;3977;5711;5873;6208;7719;8332;8609;8687;8969;9397;10096,510;1003;1023;1024;1843;2131;2637;2882;3099;5088;5244;7339,521;673;1262;3299;3310;4074;4260;4282;4609;5331;6324;8018,425;694;2454;2624;2814;2887;2913;3486;3993;5965;6669;6846,441;1123;1769;1804;2147;2487;3077;3461;3817;5450;5559;7836
P_40458,W_27328,12,3;19;26;54;70;304;312;408;725;939;957;1001,36;51;56;59;147;183;444;506;826;875;2021;5147,1004;1103;2175;2430;3182;3671;5165;5402;5854;7159;9670;10906,1;16;22;139;201;341;512;654;693;976;1321;1469,124;281;385;482;515;900;903;1626;1937;2523;4834;6506,15;19;37;77;156;256;361;929;976;1358;1540;2809,3;19;26;54;70;304;312;408;725;939;957;1001
P_404643,W_22148,12,1;3;4;22;42;185;226;585;718;1279;1495;2710,6;18;39;77;172;218;455;525;815;912;3476;4124,66;169;1226;1632;1639;1839;2535;3209;4459;7093;7989;8089,1;4;14;16;87;274;295;393;682;817;1215;2652,7;15;33;36;1021;1612;1834;1872;2059;2263;2810;6386,1;2;4;13;232;306;451;753;981;1282;1622;4232,1;3;4;22;42;185;226;585;718;1279;1495;2710
P_404645,W_22451,12,695;858;1039;1851;2479;3721;4363;4767;7077;7175;9370;10998,64;1170;3449;3711;3774;6077;6523;7105;8030;8213;8471;8552,2056;4629;4929;5215;6463;6591;7185;7742;8913;9490;9901;10388,719;1444;2137;2322;2832;3657;4698;5209;6141;7226;8216;9759,1395;1455;1888;2554;4978;5373;6707;7426;8633;9195;9959;10406,774;843;1101;2267;2802;5330;5919;6013;7612;8185;8663;10780,695;858;1039;1851;2479;3721;4363;4767;7077;7175;9370;10998
P_404662,W_623,12,215;406;414;429;513;623;650;792;837;846;1454;2065,2;15;28;39;112;115;196;289;463;564;2407;3397,127;2047;2341;2525;3038;3440;3931;5840;5887;6086;6654;9770,62;67;357;376;443;458;476;544;915;979;1077;1459,92;228;251;270;345;467;813;1188;1230;1237;1998;3105,108;291;377;443;451;467;622;694;1129;1130;1184;1480,215;406;414;429;513;623;650;792;837;846;1454;2065
P_404692,W_109122,12,2;13;17;124;311;325;438;939;1623;1734;2115;5257,123;294;359;376;459;605;676;905;1628;2018;3551;3605,195;997;1359;1752;1774;1825;2361;2534;2640;4803;5478;6606,8;35;83;153;814;1019;1060;1306;1670;1962;3543;4247,35;41;59;128;251;589;757;1033;1228;1407;1581;2169,8;14;66;80;123;140;400;983;1326;1413;1715;2849,2;13;17;124;311;325;438;939;1623;1734;2115;5257
P_404695,W_86939,12,64;102;119;401;518;1093;1551;1778;2832;5132;6679;7009,32;307;358;381;814;1254;1431;3068;3927;5835;7088;9360,648;932;947;1685;1795;2146;2691;2733;4314;4371;8381;9459,77;92;104;295;551;1234;1272;1906;2701;5074;6795;7240,85;118;372;857;944;1150;1592;3275;3755;4721;7602;8370,30;197;199;233;648;687;1151;2612;3187;5357;6496;7772,64;102;119;401;518;1093;1551;1778;2832;5132;6679;7009
P_404699,W_122254,12,61;121;443;462;516;625;720;964;1071;1340;2544;3825,42;405;644;733;880;906;928;1122;1308;1688;1912;3196,31;501;553;635;803;917;1271;1332;1618;2443;5940;7730,35;155;258;389;505;529;548;724;730;1243;1285;4461,134;839;936;1091;1092;1452;1468;1538;2157;2538;3350;5881,61;179;512;573;614;680;793;1018;1022;1637;2800;4611,61;121;443;462;516;625;720;964;1071;1340;2544;3825
P_404713,W_175,12,159;370;395;915;1107;1276;2032;2242;2667;3082;3536;6203,13;140;279;1156;1656;1758;1922;2763;3595;3999;4479;4884,2017;2556;2905;2966;3373;5300;5731;5809;6450;6677;6804;10461,156;170;388;685;782;823;1358;1452;1660;2075;3441;6903,148;201;264;280;372;606;860;870;922;1176;5158;7356,151;184;274;405;485;591;696;915;1341;1546;4007;6768,159;370;395;915;1107;1276;2032;2242;2667;3082;3536;6203
P_404725,W_11249,12,18;26;33;34;144;201;238;256;316;379;1303;2594,50;294;540;638;805;907;920;1059;1965;2091;2110;3142,404;1314;2081;2345;2471;2568;2666;3426;3771;4017;5746;6384,4;5;6;23;51;75;83;108;134;189;659;1898,7;57;98;149;189;204;467;550;559;656;1698;4252,12;17;33;93;120;135;205;246;252;299;1991;2457,18;26;33;34;144;201;238;256;316;379;1303;2594
P_404746,W_9266,12,7;58;127;203;524;710;740;1414;1435;1473;1619;2241,20;89;998;1805;1815;2339;3175;3714;3778;3849;3977;4255,272;473;769;1627;2029;2611;2709;2905;3068;3553;3990;4081,4;32;147;151;429;678;760;1353;1430;1487;1590;2625,80;173;291;441;515;520;613;761;2127;2317;2737;3261,9;104;138;298;464;466;889;1128;1221;1729;1952;2667,7;58;127;203;524;710;740;1414;1435;1473;1619;2241
P_404786,W_10338,12,10;17;19;21;23;50;82;97;159;1016;4397;7360,3;6;18;20;36;39;56;60;67;698;3462;7429,114;424;660;1224;1490;1508;1690;2397;3962;6771;12486;13865,6;8;11;12;14;18;25;59;92;780;4062;7361,1;6;13;15;16;21;24;85;180;1678;2346;2751,1;7;9;12;13;15;29;75;82;1506;2548;4196,10;17;19;21;23;50;82;97;159;1016;4397;7360
